"House Price Index by region; existing own homes; 2010 = 100 1995-2017"
"";"Subjects";"Price index purchase prices";"Price index purchase prices";"Price index purchase prices";"Number of sold dwellings";"Number of sold dwellings";"Number of sold dwellings"
"";"Subjects";"Price index of existing own homes";"Changes compared to one period earlier";"Changes compared to one year earlier";"Number of dwellings sold";"Changes compared to one period earlier";"Changes compared to one year earlier"
"Regions";"Periods";"2010 = 100";"%";"%";"number";"%";"%"
"Zuid-Holland (PV)";"2001 3rd quarter";"79.8";"3.1";"11.9";"12108";"11.5";"9.7"
"Zuid-Holland (PV)";"2001 4th quarter";"80.5";"0.9";"9.5";"13073";"8.0";"8.1"
"Zuid-Holland (PV)";"2001";"78.1";"12.2";"12.2";"44689";"3.7";"3.7"
"Zuid-Holland (PV)";"2002 1st quarter";"82.0";"1.9";"9.5";"10352";"-20.8";"19.7"
"Zuid-Holland (PV)";"2002 2nd quarter";"83.5";"1.8";"8.0";"11148";"7.7";"2.7"
"Zuid-Holland (PV)";"2002 3rd quarter";"84.8";"1.5";"6.3";"12517";"12.3";"3.4"
"Zuid-Holland (PV)";"2002 4th quarter";"84.6";"-0.2";"5.1";"12304";"-1.7";"-5.9"
"Zuid-Holland (PV)";"2002";"83.7";"7.2";"7.2";"46321";"3.7";"3.7"
"Zuid-Holland (PV)";"2003 1st quarter";"86.4";"2.1";"5.3";"9457";"-23.1";"-8.6"
"Zuid-Holland (PV)";"2003 2nd quarter";"87.4";"1.2";"4.6";"10782";"14.0";"-3.3"
"Zuid-Holland (PV)";"2003 3rd quarter";"88.6";"1.3";"4.4";"11329";"5.1";"-9.5"
"Zuid-Holland (PV)";"2003 4th quarter";"89.3";"0.9";"5.6";"13142";"16.0";"6.8"
"Zuid-Holland (PV)";"2003";"87.9";"5.0";"5.0";"44710";"-3.5";"-3.5"
"Zuid-Holland (PV)";"2004 1st quarter";"89.8";"0.5";"4.0";"9604";"-26.9";"1.6"
"Zuid-Holland (PV)";"2004 2nd quarter";"91.0";"1.4";"4.2";"10936";"13.9";"1.4"
"Zuid-Holland (PV)";"2004 3rd quarter";"92.6";"1.7";"4.6";"11080";"1.3";"-2.2"
"Zuid-Holland (PV)";"2004 4th quarter";"93.1";"0.6";"4.3";"12121";"9.4";"-7.8"
"Zuid-Holland (PV)";"2004";"91.6";"4.2";"4.2";"43741";"-2.2";"-2.2"
"Zuid-Holland (PV)";"2005 1st quarter";"94.2";"1.1";"4.8";"9286";"-23.4";"-3.3"
"Zuid-Holland (PV)";"2005 2nd quarter";"95.0";"0.9";"4.3";"11315";"21.9";"3.5"
"Zuid-Holland (PV)";"2005 3rd quarter";"96.1";"1.2";"3.8";"12420";"9.8";"12.1"
"Zuid-Holland (PV)";"2005 4th quarter";"96.2";"0.1";"3.3";"13150";"5.9";"8.5"
"Zuid-Holland (PV)";"2005";"95.4";"4.1";"4.1";"46171";"5.6";"5.6"
"Zuid-Holland (PV)";"2006 1st quarter";"97.7";"1.5";"3.8";"10576";"-19.6";"13.9"
"Zuid-Holland (PV)";"2006 2nd quarter";"98.8";"1.1";"4.0";"11655";"10.2";"3.0"
"Zuid-Holland (PV)";"2006 3rd quarter";"99.7";"1.0";"3.7";"11752";"0.8";"-5.4"
"Zuid-Holland (PV)";"2006 4th quarter";"100.1";"0.4";"4.0";"12148";"3.4";"-7.6"
"Zuid-Holland (PV)";"2006";"99.1";"3.9";"3.9";"46131";"-0.1";"-0.1"
"Zuid-Holland (PV)";"2007 1st quarter";"100.8";"0.7";"3.2";"10375";"-14.6";"-1.9"
"Zuid-Holland (PV)";"2007 2nd quarter";"102.0";"1.2";"3.3";"11232";"8.3";"-3.6"
"Zuid-Holland (PV)";"2007 3rd quarter";"103.2";"1.2";"3.5";"11820";"5.2";"0.6"
"Zuid-Holland (PV)";"2007 4th quarter";"103.7";"0.5";"3.6";"12282";"3.9";"1.1"
"Zuid-Holland (PV)";"2007";"102.4";"3.4";"3.4";"45709";"-0.9";"-0.9"
"Zuid-Holland (PV)";"2008 1st quarter";"104.5";"0.7";"3.7";"9276";"-24.5";"-10.6"
"Zuid-Holland (PV)";"2008 2nd quarter";"105.3";"0.8";"3.3";"10714";"15.5";"-4.6"
"Zuid-Holland (PV)";"2008 3rd quarter";"106.5";"1.1";"3.2";"10914";"1.9";"-7.7"
"Zuid-Holland (PV)";"2008 4th quarter";"105.9";"-0.5";"2.1";"10029";"-8.1";"-18.3"
"Zuid-Holland (PV)";"2008";"105.6";"3.1";"3.1";"40933";"-10.4";"-10.4"
"Zuid-Holland (PV)";"2009 1st quarter";"104.9";"-0.9";"0.4";"6449";"-35.7";"-30.5"
"Zuid-Holland (PV)";"2009 2nd quarter";"102.4";"-2.4";"-2.8";"6919";"7.3";"-35.4"
"Zuid-Holland (PV)";"2009 3rd quarter";"101.3";"-1.1";"-4.9";"7627";"10.2";"-30.1"
"Zuid-Holland (PV)";"2009 4th quarter";"100.4";"-0.9";"-5.3";"8387";"10.0";"-16.4"
"Zuid-Holland (PV)";"2009";"102.2";"-3.1";"-3.1";"29382";"-28.2";"-28.2"
"Zuid-Holland (PV)";"2010 1st quarter";"100.0";"-0.3";"-4.7";"6329";"-24.5";"-1.9"
"Zuid-Holland (PV)";"2010 2nd quarter";"100.2";"0.2";"-2.2";"7062";"11.6";"2.1"
"Zuid-Holland (PV)";"2010 3rd quarter";"100.3";"0.1";"-0.9";"6914";"-2.1";"-9.3"
"Zuid-Holland (PV)";"2010 4th quarter";"99.5";"-0.9";"-0.9";"7488";"8.3";"-10.7"
"Zuid-Holland (PV)";"2010";"100.0";"-2.2";"-2.2";"27793";"-5.4";"-5.4"
"Zuid-Holland (PV)";"2011 1st quarter";"99.4";"-0.1";"-0.6";"6268";"-16.3";"-1.0"
"Zuid-Holland (PV)";"2011 2nd quarter";"98.8";"-0.6";"-1.4";"6585";"5.1";"-6.8"
"Zuid-Holland (PV)";"2011 3rd quarter";"98.4";"-0.4";"-1.9";"6530";"-0.8";"-5.6"
"Zuid-Holland (PV)";"2011 4th quarter";"96.5";"-2.0";"-3.0";"6945";"6.4";"-7.3"
"Zuid-Holland (PV)";"2011";"98.3";"-1.7";"-1.7";"26328";"-5.3";"-5.3"
"Zuid-Holland (PV)";"2012 1st quarter";"95.0";"-1.6";"-4.4";"5312";"-23.5";"-15.3"
"Zuid-Holland (PV)";"2012 2nd quarter";"93.8";"-1.2";"-5.0";"7363";"38.6";"11.8"
"Zuid-Holland (PV)";"2012 3rd quarter";"89.9";"-4.2";"-8.7";"4899";"-33.5";"-25.0"
"Zuid-Holland (PV)";"2012 4th quarter";"89.0";"-1.0";"-7.7";"7343";"49.9";"5.7"
"Zuid-Holland (PV)";"2012";"91.9";"-6.4";"-6.4";"24917";"-5.4";"-5.4"
"Zuid-Holland (PV)";"2013 1st quarter";"87.2";"-2.0";"-8.2";"5096";"-30.6";"-4.1"
"Zuid-Holland (PV)";"2013 2nd quarter";"85.7";"-1.7";"-8.7";"4683";"-8.1";"-36.4"
"Zuid-Holland (PV)";"2013 3rd quarter";"86.1";"0.5";"-4.3";"6016";"28.5";"22.8"
"Zuid-Holland (PV)";"2013 4th quarter";"86.2";"0.2";"-3.1";"7321";"21.7";"-0.3"
"Zuid-Holland (PV)";"2013";"86.3";"-6.1";"-6.1";"23116";"-7.2";"-7.2"
"Zuid-Holland (PV)";"2014 1st quarter";"86.2";"-0.1";"-1.2";"5971";"-18.4";"17.2"
"Zuid-Holland (PV)";"2014 2nd quarter";"87.2";"1.1";"1.7";"6969";"16.7";"48.8"
"Zuid-Holland (PV)";"2014 3rd quarter";"87.9";"0.9";"2.2";"8119";"16.5";"35.0"
"Zuid-Holland (PV)";"2014 4th quarter";"88.1";"0.2";"2.2";"10210";"25.8";"39.5"
"Zuid-Holland (PV)";"2014";"87.4";"1.2";"1.2";"31269";"35.3";"35.3"
"Zuid-Holland (PV)";"2015 1st quarter";"88.5";"0.5";"2.7";"7427";"-27.3";"24.4"
"Zuid-Holland (PV)";"2015 2nd quarter";"89.3";"0.9";"2.5";"8448";"13.7";"21.2"
"Zuid-Holland (PV)";"2015 3rd quarter";"90.6";"1.4";"3.1";"10488";"24.1";"29.2"
"Zuid-Holland (PV)";"2015 4th quarter";"91.4";"0.9";"3.7";"11135";"6.2";"9.1"
"Zuid-Holland (PV)";"2015";"90.0";"3.0";"3.0";"37498";"19.9";"19.9"
"Zuid-Holland (PV)";"2016 1st quarter";"92.3";"0.9";"4.2";"9338";"-16.1";"25.7"
"Zuid-Holland (PV)";"2016 2nd quarter";"93.6";"1.4";"4.7";"10938";"17.1";"29.5"
"Zuid-Holland (PV)";"2016 3rd quarter";"95.7";"2.3";"5.6";"13025";"19.1";"24.2"
"Zuid-Holland (PV)";"2016 4th quarter";"97.0";"1.3";"6.1";"13211";"1.4";"18.6"
"Zuid-Holland (PV)";"2016";"94.6";"5.2";"5.2";"46512";"24.0";"24.0"
"Zuid-Holland (PV)";"2017 1st quarter";"99.1";"2.2";"7.4";"12390";"-6.2";"32.7"
"Zuid-Holland (PV)";"2017 2nd quarter";"101.1";"2.0";"8.0";"12633";"2.0";"15.5"
"Zuid-Holland (PV)";"2017 3rd quarter";"103.8";"2.7";"8.4";"13095";"3.7";"0.5"
"Zuid-Holland (PV)";"2017 4th quarter";"106.0";"2.2";"9.4";"14080";"7.5";"6.6"
"Zuid-Holland (PV)";"2017";"102.5";"8.3";"8.3";"52198";"12.2";"12.2"
"Zeeland (PV)";"1995 1st quarter";"35.5";" ";" ";"758";" ";" "
"Zeeland (PV)";"1995 2nd quarter";"35.9";"1.1";" ";"887";"17.0";" "
"Zeeland (PV)";"1995 3rd quarter";"36.8";"2.5";" ";"1088";"22.7";" "
"Zeeland (PV)";"1995 4th quarter";"37.8";"2.6";" ";"1235";"13.5";" "
"Zeeland (PV)";"1995";"36.5";" ";" ";"3968";" ";" "
"Zeeland (PV)";"1996 1st quarter";"38.6";"2.1";"8.6";"874";"-29.2";"15.3"
"Zeeland (PV)";"1996 2nd quarter";"39.5";"2.4";"10.0";"1128";"29.1";"27.2"
"Zeeland (PV)";"1996 3rd quarter";"40.9";"3.5";"11.1";"1179";"4.5";"8.4"
"Zeeland (PV)";"1996 4th quarter";"41.5";"1.6";"10.0";"1345";"14.1";"8.9"
"Zeeland (PV)";"1996";"40.1";"9.9";"9.9";"4526";"14.1";"14.1"
"Zeeland (PV)";"1997 1st quarter";"42.3";"1.8";"9.6";"1018";"-24.3";"16.5"
"Zeeland (PV)";"1997 2nd quarter";"43.3";"2.4";"9.6";"1360";"33.6";"20.6"
"Zeeland (PV)";"1997 3rd quarter";"44.1";"1.9";"7.9";"1367";"0.5";"15.9"
"Zeeland (PV)";"1997 4th quarter";"44.8";"1.6";"7.9";"1402";"2.6";"4.2"
"Zeeland (PV)";"1997";"43.6";"8.7";"8.7";"5147";"13.7";"13.7"
"Zeeland (PV)";"1998 1st quarter";"45.2";"1.0";"7.0";"998";"-28.8";"-2.0"
"Zeeland (PV)";"1998 2nd quarter";"46.0";"1.6";"6.2";"1343";"34.6";"-1.3"
"Zeeland (PV)";"1998 3rd quarter";"46.9";"2.1";"6.4";"1309";"-2.5";"-4.2"
"Zeeland (PV)";"1998 4th quarter";"47.9";"2.2";"7.0";"1429";"9.2";"1.9"
"Zeeland (PV)";"1998";"46.5";"6.7";"6.7";"5079";"-1.3";"-1.3"
"Zeeland (PV)";"1999 1st quarter";"49.6";"3.4";"9.6";"1094";"-23.4";"9.6"
"Zeeland (PV)";"1999 2nd quarter";"51.0";"2.9";"11.1";"1443";"31.9";"7.4"
"Zeeland (PV)";"1999 3rd quarter";"53.4";"4.7";"13.9";"1567";"8.6";"19.7"
"Zeeland (PV)";"1999 4th quarter";"55.1";"3.2";"15.0";"1672";"6.7";"17.0"
"Zeeland (PV)";"1999";"52.3";"12.4";"12.4";"5776";"13.7";"13.7"
"Zeeland (PV)";"2000 1st quarter";"57.4";"4.1";"15.7";"1063";"-36.4";"-2.8"
"Zeeland (PV)";"2000 2nd quarter";"59.4";"3.5";"16.3";"1230";"15.7";"-14.8"
"Zeeland (PV)";"2000 3rd quarter";"61.9";"4.3";"15.8";"1289";"4.8";"-17.7"
"Zeeland (PV)";"2000 4th quarter";"63.4";"2.5";"15.0";"1549";"20.2";"-7.4"
"Zeeland (PV)";"2000";"60.5";"15.7";"15.7";"5131";"-11.2";"-11.2"
"Zeeland (PV)";"2001 1st quarter";"65.3";"3.0";"13.9";"1087";"-29.8";"2.3"
"Zeeland (PV)";"2001 2nd quarter";"67.0";"2.5";"12.8";"1401";"28.9";"13.9"
"Zeeland (PV)";"2001 3rd quarter";"69.9";"4.4";"13.0";"1355";"-3.3";"5.1"
"Zeeland (PV)";"2001 4th quarter";"71.9";"2.8";"13.4";"1413";"4.3";"-8.8"
"Zeeland (PV)";"2001";"68.5";"13.2";"13.2";"5256";"2.4";"2.4"
"Zeeland (PV)";"2002 1st quarter";"73.7";"2.6";"12.9";"1056";"-25.3";"-2.9"
"Zeeland (PV)";"2002 2nd quarter";"73.7";"0.0";"10.1";"1131";"7.1";"-19.3"
"Zeeland (PV)";"2002 3rd quarter";"77.7";"5.4";"11.1";"1364";"20.6";"0.7"
"Zeeland (PV)";"2002 4th quarter";"78.5";"1.0";"9.2";"1389";"1.8";"-1.7"
"Zeeland (PV)";"2002";"75.9";"10.8";"10.8";"4940";"-6.0";"-6.0"
"Zeeland (PV)";"2003 1st quarter";"79.6";"1.4";"7.9";"957";"-31.1";"-9.4"
"Zeeland (PV)";"2003 2nd quarter";"80.7";"1.5";"9.5";"1170";"22.3";"3.4"
"Zeeland (PV)";"2003 3rd quarter";"81.8";"1.3";"5.3";"1275";"9.0";"-6.5"
"Zeeland (PV)";"2003 4th quarter";"83.4";"2.0";"6.3";"1421";"11.5";"2.3"
"Zeeland (PV)";"2003";"81.4";"7.2";"7.2";"4823";"-2.4";"-2.4"
"Zeeland (PV)";"2004 1st quarter";"84.8";"1.7";"6.6";"911";"-35.9";"-4.8"
"Zeeland (PV)";"2004 2nd quarter";"88.3";"4.1";"9.4";"1213";"33.2";"3.7"
"Zeeland (PV)";"2004 3rd quarter";"88.2";"-0.1";"7.8";"1224";"0.9";"-4.0"
"Zeeland (PV)";"2004 4th quarter";"89.6";"1.7";"7.5";"1479";"20.8";"4.1"
"Zeeland (PV)";"2004";"87.7";"7.8";"7.8";"4827";"0.1";"0.1"
"Zeeland (PV)";"2005 1st quarter";"90.8";"1.3";"7.1";"1103";"-25.4";"21.1"
"Zeeland (PV)";"2005 2nd quarter";"93.0";"2.5";"5.4";"1267";"14.9";"4.5"
"Zeeland (PV)";"2005 3rd quarter";"93.7";"0.7";"6.3";"1420";"12.1";"16.0"
"Zeeland (PV)";"2005 4th quarter";"94.9";"1.3";"5.9";"1593";"12.2";"7.7"
"Zeeland (PV)";"2005";"93.1";"6.1";"6.1";"5383";"11.5";"11.5"
"Zeeland (PV)";"2006 1st quarter";"96.7";"1.9";"6.5";"1154";"-27.6";"4.6"
"Zeeland (PV)";"2006 2nd quarter";"97.2";"0.6";"4.5";"1251";"8.4";"-1.3"
"Zeeland (PV)";"2006 3rd quarter";"99.3";"2.1";"6.0";"1342";"7.3";"-5.5"
"Zeeland (PV)";"2006 4th quarter";"99.5";"0.2";"4.8";"1519";"13.2";"-4.6"
"Zeeland (PV)";"2006";"98.2";"5.4";"5.4";"5266";"-2.2";"-2.2"
"Zeeland (PV)";"2007 1st quarter";"99.0";"-0.5";"2.4";"1161";"-23.6";"0.6"
"Zeeland (PV)";"2007 2nd quarter";"99.8";"0.8";"2.6";"1253";"7.9";"0.2"
"Zeeland (PV)";"2007 3rd quarter";"101.9";"2.1";"2.6";"1272";"1.5";"-5.2"
"Zeeland (PV)";"2007 4th quarter";"101.5";"-0.4";"2.1";"1447";"13.8";"-4.7"
"Zeeland (PV)";"2007";"100.6";"2.4";"2.4";"5133";"-2.5";"-2.5"
"Zeeland (PV)";"2008 1st quarter";"103.7";"2.2";"4.8";"1065";"-26.4";"-8.3"
"Zeeland (PV)";"2008 2nd quarter";"103.0";"-0.7";"3.2";"1176";"10.4";"-6.1"
"Zeeland (PV)";"2008 3rd quarter";"103.9";"0.9";"2.0";"1183";"0.6";"-7.0"
"Zeeland (PV)";"2008 4th quarter";"103.3";"-0.6";"1.7";"1186";"0.3";"-18.0"
"Zeeland (PV)";"2008";"103.5";"2.9";"2.9";"4610";"-10.2";"-10.2"
"Zeeland (PV)";"2009 1st quarter";"103.9";"0.6";"0.1";"664";"-44.0";"-37.7"
"Zeeland (PV)";"2009 2nd quarter";"101.3";"-2.4";"-1.7";"744";"12.0";"-36.7"
"Zeeland (PV)";"2009 3rd quarter";"103.4";"2.1";"-0.5";"862";"15.9";"-27.1"
"Zeeland (PV)";"2009 4th quarter";"99.8";"-3.5";"-3.3";"989";"14.7";"-16.6"
"Zeeland (PV)";"2009";"102.1";"-1.3";"-1.3";"3259";"-29.3";"-29.3"
"Zeeland (PV)";"2010 1st quarter";"100.7";"0.9";"-3.0";"706";"-28.6";"6.3"
"Zeeland (PV)";"2010 2nd quarter";"99.7";"-1.0";"-1.6";"812";"15.0";"9.1"
"Zeeland (PV)";"2010 3rd quarter";"100.4";"0.7";"-2.9";"807";"-0.6";"-6.4"
"Zeeland (PV)";"2010 4th quarter";"99.1";"-1.3";"-0.7";"929";"15.1";"-6.1"
"Zeeland (PV)";"2010";"100.0";"-2.1";"-2.1";"3254";"-0.2";"-0.2"
"Zeeland (PV)";"2011 1st quarter";"99.0";"-0.1";"-1.7";"742";"-20.1";"5.1"
"Zeeland (PV)";"2011 2nd quarter";"99.5";"0.5";"-0.2";"841";"13.3";"3.6"
"Zeeland (PV)";"2011 3rd quarter";"99.3";"-0.3";"-1.1";"792";"-5.8";"-1.9"
"Zeeland (PV)";"2011 4th quarter";"98.2";"-1.1";"-0.9";"936";"18.2";"0.8"
"Zeeland (PV)";"2011";"99.0";"-1.0";"-1.0";"3311";"1.8";"1.8"
"Zeeland (PV)";"2012 1st quarter";"95.8";"-2.4";"-3.2";"631";"-32.6";"-15.0"
"Zeeland (PV)";"2012 2nd quarter";"94.2";"-1.7";"-5.4";"1083";"71.6";"28.8"
"Zeeland (PV)";"2012 3rd quarter";"92.4";"-1.9";"-7.0";"662";"-38.9";"-16.4"
"Zeeland (PV)";"2012 4th quarter";"93.1";"0.8";"-5.2";"1016";"53.5";"8.5"
"Zeeland (PV)";"2012";"93.9";"-5.2";"-5.2";"3392";"2.4";"2.4"
"Zeeland (PV)";"2013 1st quarter";"91.9";"-1.3";"-4.1";"571";"-43.8";"-9.5"
"Zeeland (PV)";"2013 2nd quarter";"90.8";"-1.2";"-3.6";"752";"31.7";"-30.6"
"Zeeland (PV)";"2013 3rd quarter";"91.5";"0.8";"-0.9";"804";"6.9";"21.5"
"Zeeland (PV)";"2013 4th quarter";"91.1";"-0.4";"-2.2";"1066";"32.6";"4.9"
"Zeeland (PV)";"2013";"91.3";"-2.7";"-2.7";"3193";"-5.9";"-5.9"
"Zeeland (PV)";"2014 1st quarter";"90.7";"-0.4";"-1.3";"784";"-26.5";"37.3"
"Zeeland (PV)";"2014 2nd quarter";"90.5";"-0.2";"-0.3";"879";"12.1";"16.9"
"Zeeland (PV)";"2014 3rd quarter";"90.3";"-0.3";"-1.3";"1021";"16.2";"27.0"
"Zeeland (PV)";"2014 4th quarter";"90.2";"-0.1";"-1.0";"1314";"28.7";"23.3"
"Zeeland (PV)";"2014";"90.4";"-1.0";"-1.0";"3998";"25.2";"25.2"
"Zeeland (PV)";"2015 1st quarter";"90.8";"0.7";"0.2";"802";"-39.0";"2.3"
"Zeeland (PV)";"2015 2nd quarter";"91.8";"1.0";"1.4";"1010";"25.9";"14.9"
"Zeeland (PV)";"2015 3rd quarter";"89.7";"-2.3";"-0.7";"1168";"15.6";"14.4"
"Zeeland (PV)";"2015 4th quarter";"90.8";"1.3";"0.7";"1287";"10.2";"-2.1"
"Zeeland (PV)";"2015";"90.8";"0.4";"0.4";"4267";"6.7";"6.7"
"Zeeland (PV)";"2016 1st quarter";"91.8";"1.1";"1.1";"1054";"-18.1";"31.4"
"Zeeland (PV)";"2016 2nd quarter";"92.5";"0.7";"0.8";"1163";"10.3";"15.1"
"Zeeland (PV)";"2016 3rd quarter";"93.5";"1.1";"4.2";"1404";"20.7";"20.2"
"Zeeland (PV)";"2016 4th quarter";"94.2";"0.8";"3.8";"1485";"5.8";"15.4"
"Zeeland (PV)";"2016";"93.0";"2.4";"2.4";"5106";"19.7";"19.7"
"Zeeland (PV)";"2017 1st quarter";"93.6";"-0.7";"1.9";"1355";"-8.8";"28.6"
"Zeeland (PV)";"2017 2nd quarter";"95.2";"1.8";"3.0";"1434";"5.8";"23.3"
"Zeeland (PV)";"2017 3rd quarter";"96.0";"0.8";"2.7";"1478";"3.1";"5.3"
"Zeeland (PV)";"2017 4th quarter";"97.7";"1.9";"3.7";"1730";"17.1";"16.5"
"Zeeland (PV)";"2017";"95.6";"2.8";"2.8";"5997";"17.5";"17.5"
"Noord-Brabant (PV)";"1995 1st quarter";"35.3";" ";" ";"4722";" ";" "
"Noord-Brabant (PV)";"1995 2nd quarter";"35.5";"0.8";" ";"5753";"21.8";" "
"Noord-Brabant (PV)";"1995 3rd quarter";"36.9";"3.8";" ";"6013";"4.5";" "
"Noord-Brabant (PV)";"1995 4th quarter";"37.2";"1.0";" ";"7014";"16.6";" "
"Noord-Brabant (PV)";"1995";"36.2";" ";" ";"23502";" ";" "
"Noord-Brabant (PV)";"1996 1st quarter";"38.8";"4.2";"10.0";"5098";"-27.3";"8.0"
"Noord-Brabant (PV)";"1996 2nd quarter";"39.8";"2.7";"12.1";"6591";"29.3";"14.6"
"Noord-Brabant (PV)";"1996 3rd quarter";"41.5";"4.1";"12.5";"6822";"3.5";"13.5"
"Noord-Brabant (PV)";"1996 4th quarter";"42.6";"2.7";"14.5";"7424";"8.8";"5.8"
"Noord-Brabant (PV)";"1996";"40.7";"12.3";"12.3";"25935";"10.4";"10.4"
"Noord-Brabant (PV)";"1997 1st quarter";"44.4";"4.2";"14.4";"4948";"-33.4";"-2.9"
"Noord-Brabant (PV)";"1997 2nd quarter";"45.2";"1.7";"13.4";"7007";"41.6";"6.3"
"Noord-Brabant (PV)";"1997 3rd quarter";"46.5";"2.9";"12.0";"7668";"9.4";"12.4"
"Noord-Brabant (PV)";"1997 4th quarter";"47.8";"2.8";"12.1";"7883";"2.8";"6.2"
"Noord-Brabant (PV)";"1997";"46.0";"13.0";"13.0";"27506";"6.1";"6.1"
"Noord-Brabant (PV)";"1998 1st quarter";"49.4";"3.3";"11.2";"5359";"-32.0";"8.3"
"Noord-Brabant (PV)";"1998 2nd quarter";"50.0";"1.4";"10.8";"6844";"27.7";"-2.3"
"Noord-Brabant (PV)";"1998 3rd quarter";"51.5";"3.0";"10.8";"7790";"13.8";"1.6"
"Noord-Brabant (PV)";"1998 4th quarter";"53.3";"3.4";"11.6";"8344";"7.1";"5.8"
"Noord-Brabant (PV)";"1998";"51.1";"11.1";"11.1";"28337";"3.0";"3.0"
"Noord-Brabant (PV)";"1999 1st quarter";"55.0";"3.1";"11.3";"6142";"-26.4";"14.6"
"Noord-Brabant (PV)";"1999 2nd quarter";"57.4";"4.4";"14.7";"7342";"19.5";"7.3"
"Noord-Brabant (PV)";"1999 3rd quarter";"60.4";"5.2";"17.1";"8098";"10.3";"4.0"
"Noord-Brabant (PV)";"1999 4th quarter";"62.7";"3.9";"17.7";"8358";"3.2";"0.2"
"Noord-Brabant (PV)";"1999";"58.8";"15.3";"15.3";"29940";"5.7";"5.7"
"Noord-Brabant (PV)";"2000 1st quarter";"66.2";"5.5";"20.4";"5877";"-29.7";"-4.3"
"Noord-Brabant (PV)";"2000 2nd quarter";"68.6";"3.7";"19.5";"7053";"20.0";"-3.9"
"Noord-Brabant (PV)";"2000 3rd quarter";"71.6";"4.4";"18.6";"6878";"-2.5";"-15.1"
"Noord-Brabant (PV)";"2000 4th quarter";"73.3";"2.4";"16.9";"8194";"19.1";"-2.0"
"Noord-Brabant (PV)";"2000";"69.9";"18.8";"18.8";"28002";"-6.5";"-6.5"
"Noord-Brabant (PV)";"2001 1st quarter";"75.5";"3.0";"14.1";"5531";"-32.5";"-5.9"
"Noord-Brabant (PV)";"2001 2nd quarter";"77.2";"2.3";"12.6";"7084";"28.1";"0.4"
"Noord-Brabant (PV)";"2001 3rd quarter";"80.1";"3.8";"12.0";"7231";"2.1";"5.1"
"Noord-Brabant (PV)";"2001 4th quarter";"80.9";"1.0";"10.4";"8541";"18.1";"4.2"
"Noord-Brabant (PV)";"2001";"78.4";"12.2";"12.2";"28387";"1.4";"1.4"
"Noord-Brabant (PV)";"2002 1st quarter";"82.6";"2.0";"9.4";"6488";"-24.0";"17.3"
"Noord-Brabant (PV)";"2002 2nd quarter";"83.5";"1.1";"8.1";"6955";"7.2";"-1.8"
"Noord-Brabant (PV)";"2002 3rd quarter";"85.0";"1.9";"6.1";"7311";"5.1";"1.1"
"Noord-Brabant (PV)";"2002 4th quarter";"85.7";"0.8";"5.9";"7499";"2.6";"-12.2"
"Noord-Brabant (PV)";"2002";"84.2";"7.3";"7.3";"28253";"-0.5";"-0.5"
"Noord-Brabant (PV)";"2003 1st quarter";"86.0";"0.4";"4.2";"5572";"-25.7";"-14.1"
"Noord-Brabant (PV)";"2003 2nd quarter";"87.5";"1.7";"4.8";"6624";"18.9";"-4.8"
"Noord-Brabant (PV)";"2003 3rd quarter";"88.0";"0.6";"3.5";"7157";"8.0";"-2.1"
"Noord-Brabant (PV)";"2003 4th quarter";"89.0";"1.2";"3.9";"8057";"12.6";"7.4"
"Noord-Brabant (PV)";"2003";"87.6";"4.1";"4.1";"27410";"-3.0";"-3.0"
"Noord-Brabant (PV)";"2004 1st quarter";"90.0";"1.1";"4.6";"5394";"-33.1";"-3.2"
"Noord-Brabant (PV)";"2004 2nd quarter";"90.8";"0.9";"3.8";"6755";"25.2";"2.0"
"Noord-Brabant (PV)";"2004 3rd quarter";"92.0";"1.3";"4.5";"7253";"7.4";"1.3"
"Noord-Brabant (PV)";"2004 4th quarter";"92.2";"0.2";"3.6";"7465";"2.9";"-7.3"
"Noord-Brabant (PV)";"2004";"91.2";"4.1";"4.1";"26867";"-2.0";"-2.0"
"Noord-Brabant (PV)";"2005 1st quarter";"93.1";"0.9";"3.4";"5840";"-21.8";"8.3"
"Noord-Brabant (PV)";"2005 2nd quarter";"94.4";"1.4";"4.0";"7205";"23.4";"6.7"
"Noord-Brabant (PV)";"2005 3rd quarter";"95.5";"1.2";"3.9";"7887";"9.5";"8.7"
"Noord-Brabant (PV)";"2005 4th quarter";"96.1";"0.6";"4.2";"8739";"10.8";"17.1"
"Noord-Brabant (PV)";"2005";"94.8";"3.9";"3.9";"29671";"10.4";"10.4"
"Noord-Brabant (PV)";"2006 1st quarter";"97.4";"1.3";"4.7";"6950";"-20.5";"19.0"
"Noord-Brabant (PV)";"2006 2nd quarter";"98.8";"1.4";"4.6";"7974";"14.7";"10.7"
"Noord-Brabant (PV)";"2006 3rd quarter";"99.6";"0.9";"4.3";"7730";"-3.1";"-2.0"
"Noord-Brabant (PV)";"2006 4th quarter";"100.4";"0.8";"4.5";"7904";"2.3";"-9.6"
"Noord-Brabant (PV)";"2006";"99.1";"4.5";"4.5";"30558";"3.0";"3.0"
"Noord-Brabant (PV)";"2007 1st quarter";"101.5";"1.1";"4.2";"6727";"-14.9";"-3.2"
"Noord-Brabant (PV)";"2007 2nd quarter";"102.5";"1.0";"3.8";"7433";"10.5";"-6.8"
"Noord-Brabant (PV)";"2007 3rd quarter";"103.8";"1.2";"4.2";"7296";"-1.8";"-5.6"
